,idx,title,ingredients,directions,#actions
637485,637485,Beef And Shrimp Stir-Fry,"[""1 c. beef broth"", ""1 c. chicken broth"", ""1 Tbsp. chopped green onions"", ""1 Tbsp. soy sauce"", ""1 bay leaf"", ""3 black peppercorns"", ""1/2 tsp. dried thyme"", ""1/8 tsp. dried oregano"", ""1 Tbsp. cornstarch"", ""1 1/2 Tbsp. water"", ""1/2 lb. unpeeled, medium size shrimp"", ""1 Tbsp. olive oil"", ""1/2 lb. beef tenderloin, cut into 1-inch strips"", ""3/4 c. fresh broccoli flowerets"", ""1/2 c. sliced zucchini"", ""1/2 sweet red pepper, cut into thin strips"", ""1/2 c. snow peas"", ""1/2 c. sliced fresh mushrooms"", ""hot cooked rice""]","[""Combine first 8 ingredients in a medium saucepan and bring to a boil; reduce heat, and simmer 30 minutes."", ""Remove from heat and pour liquid through a wire mesh strainer into a 2-cup liquid measuring cup, discarding solids."", ""Return broth mixture to saucepan."", ""Combine cornstarch and water, stirring until smooth; stir into broth mixture and bring to a boil."", ""Cook 1 minute; remove from heat."", ""Set broth mixture aside."", ""Peel and devein shrimp; set aside."", ""Heat olive oil in a cast-iron wok 10 to 15 minutes or until hot."", ""Add shrimp, beef and broccoli; cook 1 to 2 minutes, stirring constantly."", ""Add zucchini and remaining vegetables; cook 2 minutes, stirring constantly."", ""Add broth mixture and cook until thoroughly heated."", ""Serve over rice."", ""Yields 4 servings.""]",9
640642,640642,Mexican Cornbread,"[""1 c. yellow cornmeal"", ""1 c. flour"", ""1/2 tsp. salt"", ""4 tsp. baking powder"", ""1 c. milk"", ""1 egg"", ""1/4 c. vegetable oil"", ""2 Tbsp. bacon drippings"", ""1 can cream-style corn"", ""1 medium onion, chopped"", ""1 green pepper, chopped"", ""1 pkg. taco seasoning"", ""1 small carton sour cream"", ""1 lb. ground meat"", ""8 oz. grated cheese""]","[""Combine cornmeal, flour,"", ""salt"", ""and baking powder."", ""Add milk, egg, oil and"", ""melted bacon drippings."", ""Beat until fairly smooth. Add the cream-style corn and sour cream."", ""Mix."", ""Brown ground meat, onion and"", ""green"", ""pepper."", ""Drain and combine with the taco seasoning."", ""Pour half of the cornbread mixture into a 9 x 13-inch casserole."", ""Put"", ""meat"", ""mixture"", ""over this and then grated cheese. Pour"", ""remaining"", ""cornbread"", ""mixture"", ""over meat layer."", ""Bake at 400\u00b0 for about 35 to 40 minutes.""]",9
646275,646275,Chicken Marsala,"[""4 (4 oz.) skinless, boneless chicken breast halves"", ""1/4 c. all-purpose flour"", ""1/4 tsp. dried marjoram"", ""1/8 tsp. salt"", ""1/8 tsp. ground black pepper"", ""1 1/2 c. sliced fresh mushrooms"", ""3 Tbsp. snipped fresh chives"", ""1/3 c. chicken broth, defatted"", ""1/3 c. dry Marsala""]","[""Place each chicken breast half between two pieces of plastic wrap."", ""Working from center, lightly pound with flat side of meat mallet to 1/8-inch thickness."", ""Remove plastic wrap."", ""In flat dish, combine the flour, salt, pepper and marjoram."", ""Lightly press the chicken pieces into flour mixture, coating both sides and shaking off any excess flour mixture."", ""Lightly spray an unheated large skillet with nonstick spray."", ""Add the mushrooms and chives."", ""Cook and stir until tender."", ""Remove the mushroom mixture from the skillet."", ""Add the chicken to the skillet and cook over medium-high heat for 4 minutes, turning to brown evenly."", ""Return the mushroom mixture to the skillet."", ""Carefully, add the broth and Marsala. Cook uncovered for 2 to 3 minutes or until the mushroom mixture slightly thickens, stirring occasionally."", ""Transfer the chicken to a serving platter."", ""Spoon the mushroom mixture over the chicken. Makes 4 servings.""]",9
647590,647590,Grilled Pork Or Beef Appetizers,"[""1/4 c. soy sauce"", ""2 Tbsp. salad oil"", ""1/2 tsp. sugar"", ""1/8 tsp. cinnamon"", ""1 clove crushed garlic"", ""2 dashes hot red pepper sauce"", ""dash of ground cloves"", ""1 lb. lean pork tenderloin or beef sirloin"", ""1 small fresh pineapple"", ""1 medium green pepper""]","[""Cut pork or beef into bite-size thin strips."", ""Peel and cut pineapple into bite-size chunks."", ""Clean and cut green pepper into 3/4-inch squares."", ""Combine soy sauce, salad oil, sugar, cinnamon, garlic, red pepper sauce and cloves in a bowl and mix."", ""Add meat. Mix."", ""Cover and refrigerate about 2 hours, stirring 2 or 3 times. Drain meat."", ""Save marinade."", ""String meat, pineapple and green pepper on heavy bamboo skewers."", ""Arrange on cooking grill over drip pan."", ""Cover kettle and cook 5 to 10 minutes for beef and 10 to 15 minutes for pork or until meat is done, baste with marinade during cooking."", ""Turn 2 or 3 times."", ""Protect hands with asbestos gloves before turning kabobs.""]",9
661310,661310,Red Raspberry Cream Cheese Pie,"[""2 (3 oz.) pkg. cream cheese, softened"", ""2/3 c. whipping cream"", ""1 (9-inch) baked pastry shell, cooled"", ""1 qt. fresh red raspberries"", ""1 c. sugar"", ""1/2 c. unsweetened pineapple juice"", ""1/4 c. cornstarch"", ""unsweetened whipped cream""]","[""In medium bowl, beat together softened cream cheese and the whipping cream."", ""Spread mixture over bottom of the cooled pie shell; chill."", ""Reserve half of the raspberries."", ""In a large mixing bowl, mash the remaining raspberries."", ""Stir in sugar; let stand about 1 hour."", ""Sieve berry mixture."", ""In a saucepan, combine pineapple juice and cornstarch; stir in sieved berry mixture."", ""Cook and stir over medium heat until berry mixture is thickened and bubbly."", ""Reduce heat; cook and stir 2 minutes more."", ""Remove from heat; let cool."", ""Spread three-fourths of the thickened berry mixture over cream cheese layer in pie shell."", ""Arrange 1 1/2 cups of the reserved whole berries over top of pie."", ""Spoon the remaining cooked berry mixture over whole berries."", ""Chill about 2 hours or until set."", ""Garnish with whipped cream and reserved fresh raspberries."", ""Makes 8 servings.""]",9
661925,661925,Bread,"[""1/4 c. sugar"", ""1/4 c. margarine"", ""2 eggs"", ""2 pkg. yeast"", ""6 to 7 c. flour"", ""2 tsp. salt"", ""1 1/2 c. milk"", ""1/2 c. warm water""]","[""Scald milk; pour over sugar, salt and margarine."", ""Let cool to lukewarm."", ""Add yeast to water."", ""When milk cools, add 3 cups flour; mix to a smooth paste."", ""Add eggs; mix well."", ""Add yeast mixture."", ""Again mix well."", ""Add 3 cups flour; mix well (dough will be rather stiff)."", ""Flour board well with last cup of flour and turn dough on it."", ""Start kneading with heels of hands, pushing dough over and away from you."", ""Keep adding a little flour as dough starts sticking."", ""Keep kneading until dough is smooth and elastic. Have greased bowl (twice size of dough) ready."", ""Grease top of dough."", ""Cover with cloth or waxed paper."", ""Let rise to double (about 2 hours).""]",9
676510,676510,Spinach Linguine With White Clam Sauce,"[""1 large handful fresh spinach (about 3 oz.)"", ""2 1/2 c. flour (more if needed)"", ""3 eggs"", ""1 Tbsp. vegetable oil"", ""1 tsp. salt"", ""4 qt. hard shell clams or 2 (8 oz.) cans clams"", ""1 onion"", ""1 c. dry white wine"", ""2 garlic cloves"", ""few sprigs parsley"", ""1/4 c. olive oil"", ""salt and pepper""]","[""Discard the tough ribs and stems from the spinach, then wash it thoroughly."", ""Fill the small pan with salted water and bring to a boil."", ""Add the spinach and simmer until tender, 2 to 3 minutes. Drain and rinse with cold water and drain again."", ""Squeeze to remove all excess water."", ""Puree spinach in a food processor or chop finely."", ""Sift the flour onto a work surface in a mound; with your fingers, make a well in the center."", ""Add the eggs to the well, followed by the oil, salt and spinach."", ""Mix together with your fingertips."", ""Gradually mix in the flour from the sides to make a firm dough."", ""If sticky, add more flour."", ""Press the dough together into a ball."", ""Knead, roll out and cut the dough using the pasta machine, ending with the rollers at the narrowest setting and using the narrower of the machine's cutters."", ""Or knead, roll out and cut the dough by hand, rolling it to the thickness of a postcard and cutting it into 1/8-inch wide strips."", ""Toss the linguine gently with a little flour or fine cornmeal, then coil it loosely in bundles or leave it flat and spread out on a floured dish towel. Let dry 1 to 2 hours."", ""Scrub the clams under cold running water. Put clams in casserole or large saucepan."", ""Finely chop onion and add to casserole with the wine."", ""Cover and cook over high heat, shaking occasionally, until the shells open, 5 to 8 minutes. Discard any unopened clams."", ""Put clams in a bowl."", ""Set aside to cool slightly.""]",9
681730,681730,Sauerbraten,"[""4 1/2 to 5 lb. sirloin tip roast"", ""salt and pepper"", ""1 onion, sliced"", ""1 carrot, sliced"", ""1/2 tsp. celery seed"", ""2 whole cloves"", ""2 whole peppercorns"", ""1/2 c. red wine"", ""1/2 c. white vinegar"", ""1/2 tsp. dried tarragon"", ""1 bay leaf"", ""water"", ""1/4 c. packed dark brown sugar"", ""4 Tbsp. flour"", ""3 gingersnaps""]","[""Place meat in a large glass bowl."", ""Sprinkle with salt and pepper to taste."", ""Add onion, carrot, celery seed, cloves, peppercorns, wine, vinegar, tarragon and bay leaf to the bowl."", ""Add enough water so that marinade covers meat."", ""Marinate meat 4 to 5 days."", ""Day of serving, remove meat from marinade and reserve. Preheat oven to 300\u00b0."", ""Roast meat 2 1/2 hours."", ""Sprinkle with the brown sugar, turning meat to coat."", ""Roast 15 minutes longer. Remove vegetables from the marinade; add the flour to it and pour into the roasting pan."", ""Add gingersnaps that have been crumbled. Roast meat with gravy 1/2 hour, stirring gravy occasionally."", ""Let meat rest 10 minutes before slicing."", ""Serve with gravy and potato pancakes."", ""Serves 6 to 8.""]",9
690173,690173,Heavenly Cheese Cake,"[""1/3 c. oleo"", ""1 1/2 c. fine vanilla wafer crumbs (can use graham crackers)"", ""4 large eggs"", ""1 c. sugar"", ""4 (8 oz.) pkg. cream cheese""]","[""Melt the oleo and in a bowl, put the crumbs and melted oleo. Mix them good together, then press the mixture evenly over the bottom of an ungreased 10-inch spring-form pan (with the band in place)."", ""Bake in a preheated oven at 350\u00b0 until lightly browned about 10 minutes."", ""Set aside."", ""Now set oven on 375\u00b0."", ""In a medium bowl, with an electric mixer, beat the eggs slightly; add the sugar and beat on high speed until thickened and lemon-color; set aside."", ""Without washing the beaters, in a large bowl beat the cream cheese at medium speed until fluffy."", ""Gradually beat in the egg mixture until smooth."", ""Pour over the baked crumb mix in the spring-form pan."", ""Bake on the middle rack of the oven at 375\u00b0 for 30 minutes."", ""Remove from oven."", ""You can put a topping of any kind of fruit.""]",9
695797,695797,Russian Black Bread,"[""4 c. unsifted rye flour"", ""1 tsp. sugar"", ""2 c. whole bran cereal"", ""2 tsp. Chase and Sanborn instant coffee"", ""1/2 tsp. fennel seed, crushed"", ""2 1/2 c. water"", ""1/4 c. dark molasses"", ""1/2 stick margarine"", ""3 c. unsifted white flour"", ""2 tsp. salt"", ""2 Tbsp. caraway seed, crushed"", ""2 tsp. onion powder"", ""2 pkg. Fleischmann's dry yeast"", ""1/4 c. vinegar"", ""1 sq. (1 oz.) unsweetened chocolate"", ""1 tsp. cornstarch"", ""1/2 c. cold water""]","[""Combine rye and white flour in a large bowl."", ""Mix 2 1/3 cups flour mixture, sugar, salt, cereal, caraway seed, coffee, onion powder, fennel seed and undissolved yeast."", ""In a saucepan, combine 2 1/2 cups water, vinegar, molasses, chocolate and margarine. Heat over low heat until liquids are warm."", ""(Margarine and chocolate do not need to melt.) Gradually add dry ingredients and beat 2 minutes at medium speed or by hand."", ""Stir in dough, additional flour mixture to make a soft dough."", ""Turn out onto lightly floured board."", ""Cover dough with bowl and let rest 15 minutes."", ""(Dough may be sticky.)"", ""Place in a greased bowl, turning to grease top."", ""Cover; let rise in warm place until double in size (about 1 hour)."", ""Punch dough down."", ""Turn onto lightly floured board."", ""Divide in half."", ""Shape into balls about 5-inches in diameter."", ""Place each ball in a greased 8-inch round pan."", ""Cover; let rise until double in size."", ""Bake at 350\u00b0 for 40 to 50 minutes. Meanwhile, combine cornstarch and 1/2 cup cold water, stirring constantly over medium heat until mixture boils."", ""Continue stirring constantly for 1 minute."", ""As soon as bread is baked, brush mixture over top of loaves."", ""Return to oven for 2 to 3 minutes or until glaze is set."", ""Remove from pan and cool.""]",9
697267,697267,Baked Meat Pies,"[""1 1/2 lb. ground chuck"", ""1 c. green onions, chopped"", ""1 Tbsp. salt or less (use according to taste)"", ""1/3 c. all-purpose flour"", ""1 to 2 lb. egg roll wrappers"", ""1 1/2 lb. sausage (pork or turkey)"", ""1 tsp. freshly ground black pepper"", ""1 1/2 tsp. cayenne ground red pepper""]","[""Combine ground chuck, sausage, onions and seasoning in a large pan; cook over medium heat, stirring often until meat loses its red color."", ""Do not overcook the meat."", ""Sprinkle the flour over the meat mixture, stirring often, until well combined with meat. Remove from heat."", ""Place meat in a large colander placed in a pie plate or dish to drain off excess grease and juice."", ""This may take several hours."", ""Place 2 tablespoons of mixture in center of egg roll wrapper diagonally."", ""Beat 1 egg."", ""With fingers, spread beaten egg on 2 side corners."", ""Fold over corners to the middle."", ""Spread beaten egg over the 2 sides."", ""Fold 2 side corners to center. Seal."", ""Roll into neat package and seal tightly."", ""Place on a cookie sheet which has been sprayed with vegetable cooking spray."", ""Place meat pies seam side down."", ""Spray the tops with vegetable cooking spray.""]",9
