,idx,title,ingredients,directions,#actions
5179,5179,Best-Ever Banana Bread,"[""1 3/4 c. flour"", ""2 1/4 tsp. baking powder"", ""1/4 tsp. salt"", ""1/3 c. butter or margarine, softened"", ""2/3 c. sugar"", ""1 1/2 tsp. pumpkin pie spice"", ""2 eggs"", ""1 tsp. vanilla"", ""1 c. mashed bananas""]","[""Preheat oven to 350\u00b0."", ""Mix flour, baking powder and salt; set aside."", ""In a medium bowl, cream the butter, sugar and pumpkin pie spice until fluffy."", ""Beat in eggs one at a time; add vanilla."", ""Add 1/3 of the flour mixture alternately with 1/3 cup of bananas; beat until smooth."", ""Repeat with remaining flour and bananas."", ""Pour into greased 9 x 5-inch loaf pan."", ""Bake about 55 minutes or until cake tester inserted into center comes out clean."", ""Makes one loaf.""]",4
5182,5182,"Chicken, Artichoke And Spinach Casserole","[""1 can artichokes"", ""1 pkg. frozen chopped spinach"", ""3 chicken breast halves"", ""1 can cream of chicken soup"", ""1/2 c. Hellmann's mayonnaise"", ""1 Tbsp. lemon juice"", ""1 tsp. curry"", ""3/4 c. sharp cheese, grated"", ""1/2 c. bread crumbs (Progresso seasoned)"", ""2 Tbsp. butter""]","[""Cook chicken breasts in seasoned water (celery, salt and pepper)."", ""Remove from bone and skin."", ""Pull from bone."", ""In buttered casserole (11 x 7 x 2-inch), layer artichokes, spinach (which has been thawed, drained and squeezed) and chicken pieces evenly distributed in bite size pieces."", ""Combine soup, lemon juice and curry powder and spread on top."", ""Sprinkle cheese over and top with bread crumbs."", ""Dot with butter."", ""Bake at 350\u00b0 for 20 to 25 minutes until bubbles and heats thoroughly. Serve with rice cooked with consomme or bouillon, fruit or tossed salad."", ""Serves 6.""]",4
5192,5192,Fruit-Glazed Easter Ham,"[""5 to 7 lb. smoked ham"", ""1 (8 oz.) can crushed pineapple, drained"", ""1/3 c. orange marmalade"", ""2 Tbsp. lemon juice"", ""1/4 tsp. ground cinnamon"", ""dash of allspice"", ""1/3 c. flaked coconut""]","[""Place ham, fat side up, on rack in open roasting pan."", ""Insert meat thermometer so bulb is centered in thickest part."", ""Be careful bulb does not rest in fat or on bone."", ""Do not add water."", ""Do not cover."", ""Roast at 325\u00b0 until meat thermometer registers 130\u00b0 to 140\u00b0 for \""fully cooked\"" half ham (18 to 24 minutes per pound) or 160\u00b0 for a \""cook before eating\"" half ham (22 to 25 minutes per pound).""]",4
5213,5213,Clarabell Hartman'S Banana Refrigerator Dessert,"[""1 tsp. vanilla"", ""16 large marshmallows or 1 1/2 c. miniature"", ""1/2 c. milk"", ""20 half graham crackers"", ""1 stick melted butter"", ""3 bananas, sliced"", ""1/2 pt. whipping cream, whipped""]","[""Melt marshmallows in milk in saucepan over medium heat."", ""Cool, then add vanilla."", ""Next crush graham crackers and add melted butter."", ""Mix well."", ""Pat half of mixture into a square pan."", ""Put a layer of sliced bananas on top of crumbs."", ""Add whipped cream to marshmallow mixture."", ""Put a layer of this mixture over bananas, then a second layer of bananas and a second layer of cream mixture. Sprinkle remaining crumbs on top."", ""Chill several hours or overnight.""]",4
5311,5311,Microwave Chocolate Pie,"[""1/2 c. sugar"", ""1/4 tsp. salt"", ""3 Tbsp. cornstarch"", ""6 Tbsp. dry milk"", ""1 Tbsp. cocoa"", ""1 Tbsp. oleo"", ""2 1/2 c. water"", ""1 tsp. vanilla""]","[""In bowl safe for microwave, mix all dry ingredients, then add 1/2 cup water."", ""Beat well, then add the other 2 cups water."", ""Beat again."", ""Microwave on High for 2 minutes."", ""Beat again."", ""It takes about 8 minutes."", ""Beat after every 2 minutes."", ""Be sure to stir it good off the bottom."", ""Beat in oleo and vanilla."", ""Pour into 9-inch baked pie shell.""]",4
5325,5325,Clam Fritters,"[""25 medium clams, shucked, drained and chopped fine"", ""2 medium onions, chopped finely"", ""1 egg, lightly beaten"", ""2 c. pancake flour"", ""1/4 tsp. seasoning salt"", ""1/4 tsp. pepper"", ""vegetable oil""]","[""Combine pancake mix, salt and pepper; set aside."", ""In another bowl beat egg and add onions."", ""Mix well."", ""Stir mixture into dry ingredients."", ""Add clams."", ""Stir until smooth."", ""Drop clam mixture into large cast-iron skillet with hot oil. Fry until golden brown.""]",4
5412,5412,Chicken Casserole,"[""1 whole chicken or 3 whole chicken breasts"", ""1 pkg. herb stuffing mix"", ""1 stick butter or margarine"", ""1 can cream of mushroom soup"", ""1 can cream of chicken soup"", ""1 can cream of celery soup"", ""1 can chicken broth or 1 1/2 c. broth from cooked chicken""]","[""Cook chicken without adding salt. Debone it and cut into small pieces."", ""Melt butter and add to stuffing mix, mixing well."", ""Spread half the mixture in bottom of a 9 x 13-inch pan or dish. Combine soups and chicken broth. Spread half the soup mixture over the stuffing."", ""Spread chicken over soups."", ""Layer rest of soups over this and top with rest of stuffing mix. Bake at 300\u00b0 about 30 minutes until mixture is hot through and brown."", ""Yields 12 servings.""]",4
5454,5454,Touchdown Chocolate Bars,"[""1 3/4 c. unsifted flour"", ""1 c. sugar"", ""1/4 c. cocoa"", ""1/2 c. cold margarine or butter"", ""1 egg, beaten"", ""1 (14 oz.) can Eagle Brand sweetened condensed milk"", ""2 c. (12 oz. pkg.) semi-sweet chocolate chips"", ""1 c. chopped nuts""]","[""Preheat oven to 350\u00b0."", ""Combine flour, sugar and cocoa; cut in margarine until crumbly."", ""Add eggs; mix well."", ""Reserve 1 1/2 cups crumb mixture."", ""Press remainder evenly on bottom of greased 13 x 9-inch baking pan."", ""Bake 10 minutes."", ""In a saucepan, combine Eagle Brand and 1 cup chocolate chips."", ""Over low heat, cook and stir until chips melt and mixture is smooth."", ""Spread evenly over prepared crust."", ""Add nuts and remaining 1 cup chocolate chips to reserved crumb mixture; sprinkle evenly over top."", ""Bake 25 to 30 minutes or until center is set."", ""Cool."", ""Cut into bars."", ""Store covered at room temperature.""]",4
5461,5461,Homemade Ice Cream(Very Smooth)  ,"[""2 cans Eagle Brand milk"", ""1 can condensed milk"", ""1 pt. whipping cream"", ""7 egg yolks"", ""7 egg whites"", ""1 pt. half and half"", ""2 tsp. vanilla or to taste"", ""2 c. fruit (optional)""]","[""In blender, mix Eagle Brand milk, condensed milk, whipping cream, half and half and egg yolks until smooth."", ""Beat egg whites until stiff."", ""Fold egg whites with blender mixture."", ""Add fruit, slowly blending in."", ""Pour in ice cream mixer and process according to directions."", ""If mixture does not come to fill line in mixer, add half and half to fill line.""]",4
5546,5546,Turtle Sundae Delight,"[""1 c. butter, melted"", ""1/2 c. brown sugar"", ""2 c. flour"", ""1/2 c. rolled oats"", ""1 c. pecans, chopped"", ""1 jar butterscotch topping"", ""1/2 gal. vanilla ice cream, softened"", ""1 jar chocolate topping""]","[""In mixing bowl, combine melted butter and brown sugar."", ""Add flour, rolled oats and pecans."", ""Mix until crumbly."", ""Pat on ungreased cookie sheet."", ""Bake at 375\u00b0 for 15 minutes."", ""Remove from oven and break up mixture."", ""Place half of crumbled mixture on bottom of 9 x 13-inch pan."", ""Drizzle jar of butterscotch sauce over the crumbs."", ""Spread ice cream on top."", ""Drizzle chocolate sauce over all."", ""Top with remaining crumb mixture."", ""Freeze overnight."", ""Cut into squares.""]",4
5556,5556,Chicken With Zucchini,"[""4 chicken cutlets (1 lb.)"", ""1/2 tsp. salt, divided"", ""1/8 tsp. pepper"", ""2 medium zucchini (1/2 lb.), cut into thin strips"", ""1 large clove garlic, minced"", ""2 Tbsp. thinly sliced fresh basil leaves"", ""basil sprigs (for garnish)"", ""2 Tbsp. olive oil, divided""]","[""Sprinkle both sides of chicken with 1/4 teaspoon salt and pepper."", ""In a large, nonstick pan, heat 1 tablespoon olive oil over medium-high heat."", ""Cook 2 chicken cutlets 5 to 7 minutes or until cooked through, turning once."", ""Remove chicken to a large serving platter."", ""Keep warm."", ""Repeat with the rest of chicken.""]",4
5564,5564,Paella,"[""1 lb. chicken, cut in small pieces"", ""1 lb. rabbit, cut in small pieces"", ""1/2 lb. pork, chopped, boned and cut in small pieces"", ""1 lb. mussels"", ""1 lb. shrimp, leave in shell"", ""1 clove garlic"", ""1 lb. clams"", ""3 tomatoes, peeled and chopped"", ""1 small onion, chopped"", ""1 Tbsp. parsley"", ""1/2 lb. scallops"", ""1 can peas or frozen"", ""pinch of saffron or 2 tsp. turmeric"", ""olive oil for frying"", ""1 chopped green pepper""]","[""In a paella pan or large skillet, fry chicken and rabbit. Remove."", ""In same pan, cook pork."", ""Remove."", ""In pan, saute onion, green pepper and garlic."", ""Add to the vegetables and chopped tomatoes."", ""Add parsley."", ""Re-add poultry and pork."", ""Mix well."", ""Add all seafood that has been washed."", ""Fill pan with water and bring to a boil."", ""Add 2 cups rice and saffron/turmeric and bring to second boil."", ""Add peas."", ""Simmer for 20 minutes or until rice is cooked."", ""Garnish with red peppers, sliced lemons or sliced oranges.""]",4
5603,5603,Eggplant Parmesan,"[""2 medium eggplants"", ""3/4 c. milk"", ""2 c. bread crumbs"", ""1 tsp. basil"", ""1/2 tsp. oregano"", ""1/2 tsp. thyme"", ""1 large jar tomato sauce (or homemade)"", ""1 lb. Mozzarella cheese, grated"", ""1/2 c. Parmesan cheese""]","[""Preheat oven to 375\u00b0."", ""Lightly oil a baking tray and a 9 x 13-inch pan."", ""Peel and cut eggplants into slices."", ""Combine bread crumbs and herbs."", ""Place milk in a shallow dish."", ""Dip eggplant in milk and then crumb mixture."", ""Put slices in pan and tray; bake for about 20 to 30 minutes."", ""Remove eggplant from pan and pour some tomato sauce on the bottom."", ""Layer pan with eggplant, sauce and Mozzarella cheese."", ""Repeat layers until you run out of food or room."", ""Sprinkle the top with Parmesan cheese."", ""Bake, uncovered, at 375\u00b0 for about 40 to 50 minutes."", ""Cool before serving.""]",4
5621,5621,Brunch Pie,"[""1 2/3 c. cheese cracker crumbs (40 crackers)"", ""1/4 c. soft butter"", ""1/2 lb. ham, cut in strips"", ""1/2 lb. turkey, cut in strips"", ""1 can (10 oz.) cream of chicken soup"", ""1/4 c. milk"", ""1/2 c. grated Cheddar cheese"", ""3 eggs, beaten"", ""2 tsp. prepared mustard"", ""1 tsp. Worcestershire sauce""]","[""Blend together the cracker crumbs and butter."", ""Press into a 9-inch pie plate using 8-inch pie plate."", ""Layer meat in shell except 10 to 12 strips."", ""Combine milk, soup and cheese; heat until cheese melts."", ""Add beaten eggs, mustard and Worcestershire sauce. Pour over meat."", ""Top with reserved meat strips."", ""Bake at 300\u00b0 for 45 minutes.""]",4
5683,5683,Chicken On A Stick(Serving Size:  4)  ,"[""4 boneless chicken breasts"", ""1/2 lb. sliced lengthwise bacon"", ""1/2 c. wine (red or white)"", ""1/4 c. soy sauce"", ""1/4 c. Worcestershire sauce"", ""seasonings (mixed)""]","[""Slice boneless chicken breasts in 1/2-inch strips."", ""Take the wooden sticks and weave alternating chicken and bacon strips until each stick is full."", ""Mix wine, soy and Worcestershire and place in a container large enough for the filled sticks to lay flat. Season with your favorite mixed seasonings."", ""If necessary to pile chicken sticks on top of each other, make sure you turn the filled sticks into the marinade so they all get at least 1/2 hour of marination."", ""Cook over low to medium heated grill or oven at 350\u00b0 for 1/2 to 3/4 hour."", ""Dip or baste chicken with marinade frequently to prevent drying of meat."", ""Do not overcook!""]",4
5722,5722,Pasta And Escarole,"[""4 cloves garlic, chopped"", ""2 Tbsp. olive oil"", ""1 (8 oz.) tomato sauce"", ""1 (8 oz.) can water (use juice from cooked escarole"", ""1 1/2 lb. escarole, washed, drained and cut into bite size pieces"", ""1 lb. can cannellini beans""]","[""Saute garlic in oil, add tomato sauce and water, and any salt, if desired."", ""Bring mixture to a boil, lower heat and add escarole, a little at a time."", ""Cook until tender, 30 minutes, stirring occasionally."", ""Add water if needed."", ""Five minutes before you are ready to serve, add the can of beans (rinse beans) and heat through."", ""Serve with spaghetti and grated cheese."", ""Makes 4 to 6 servings.""]",4
5771,5771,Cheese Mushroom Frittata,"[""1 c. cream of mushroom soup"", ""1/2 c. Mozzarella cheese, shredded"", ""1/8 tsp. pepper"", ""1 c. mushrooms, sliced"", ""1 medium onion"", ""tomato wedges"", ""6 eggs, slightly beaten"", ""1/4 tsp. dried basil leaves"", ""2 Tbsp. margarine or butter"", ""fresh parsley, chopped"", ""fresh basil leaves""]","[""In medium bowl with wire whisk, beat soup until smooth. Gradually blend in eggs, 1 cup of cheese, basil and pepper."", ""In 10-inch oven-safe omelet pan or skillet over medium heat in hot margarine, cook mushrooms and onion until mushrooms are tender and liquid is evaporated, stirring occasionally."", ""Pour mixture into skillet."", ""Reduce heat to low."", ""Cook 6 minutes or until edges are set 1-inch from edge."", ""Do not stir."", ""Remove from heat and serve. For garnish, use tomato wedges, chopped fresh parsley or fresh basil leaves.""]",4
5820,5820,Microwave Lasagne,"[""1 lb. ground beef"", ""1 (8 oz.) can tomato sauce"", ""1 Tbsp. dried parsley flakes"", ""1 tsp. dried oregano leaves"", ""1 (16 oz.) creamed cottage cheese"", ""1/4 c. grated Parmesan cheese"", ""1 egg"", ""1 Tbsp. dried parsley flakes"", ""1 tsp. dried basil leaves"", ""8 (uncooked) lasagne noodles"", ""2 c. (about 8 oz.) shredded Mozzarella cheese"", ""3 Tbsp. grated Parmesan cheese""]","[""Crumble beef into a 1 1/2-quart casserole dish."", ""Cover loosely and microwave for 3 minutes on High."", ""Break up and stir."", ""Cover and microwave until very little pink remains, 2 to 3 minutes longer; drain."", ""Stir in spaghetti sauce, tomato sauce, 1 tablespoon parsley and oregano."", ""Cover tightly and microwave on High to boiling, 3 to 4 minutes."", ""Spread 1 1/3 cups meat sauce in baking dish (12 x 7 1/2 x 2-inches)."", ""Overlap 4 lasagne noodles on sauce."", ""Add 1 cup cheese filling and 1 cup Mozzarella cheese (reserve 1 cup Mozzarella for top after cooking)."", ""Repeat layers with 1 1/3 cups meat sauce, remaining noodles and cheese filling."", ""Top with remaining meat sauce."", ""Cover tightly and microwave on High for 10 minutes."", ""Rotate dish 1/2 turn."", ""Microwave on Medium until noodles are tender, 22 to 28 minutes longer."", ""Sprinkle with remaining cheese and Parmesan cheese."", ""Let stand 10 minutes.""]",4
5823,5823,Vegetable Burritos(Low-Fat)  ,"[""4 1/2 c. sliced fresh mushrooms (1 lb.)"", ""1 c. chopped onion"", ""1 c. chopped green pepper"", ""2 cloves garlic, crushed"", ""2 tsp. olive oil"", ""1 (15 oz.) can kidney beans"", ""2 Tbsp. finely chopped ripe olives"", ""1/4 tsp. pepper"", ""8 (8-inch) flour tortillas"", ""1/2 c. nonfat sour cream"", ""1 c. chunky salsa, divided"", ""1/2 c. shredded Cheddar cheese""]","[""Cook mushrooms, onion, green pepper and garlic in olive oil in a large, nonstick skillet over medium high heat, stirring constantly until tender."", ""Remove from heat; drain."", ""Combine cooked vegetables, drained kidney beans, olives and pepper."", ""Spoon about 1/2 cup bean mixture evenly down center of each tortilla. Top with 1 tablespoon sour cream, 1 tablespoon salsa and 1 tablespoon cheese; fold opposite sides over filling."", ""Coat a large nonstick skillet or griddle with cooking spray."", ""Heat over medium-high heat until hot."", ""Cook tortilla, seam side down, 1 minute on each side or until thoroughly heated."", ""Top each tortilla with 1 tablespoon salsa.""]",4
5849,5849,Homemade Bread,"[""1 qt. milk"", ""1 c. sugar"", ""2 mounded Tbsp. Crisco"", ""7 tsp. salt"", ""2 eggs"", ""flour"", ""2 pkg. dry yeast""]","[""Scald milk and pour over sugar, Crisco and salt."", ""Beat eggs and add to mixture."", ""Measure 2 1/2 cups of flour into another bowl (gallon crock) and add yeast."", ""Pour lukewarm mixture and mix."", ""Add rest of flour gradually."", ""Takes about 4 pounds."", ""Knead about 10 minutes."", ""Grease bowl."", ""Cover and let rise."", ""Punch down and let rise again."", ""Punch down and shape into loaves, rolls or cinnamon rolls."", ""Bake at 325\u00b0 until lightly browned.""]",4
5860,5860,Banana Poppy-Seed Muffins,"[""2 bananas"", ""1 egg"", ""1/2 c. sugar"", ""1/4 c. vegetable oil"", ""1/2 c. milk"", ""1 1/2 c. sifted flour"", ""2 1/2 tsp. poppy seed"", ""1/2 tsp. salt"", ""1/4 tsp. baking soda"", ""2 tsp. baking powder""]","[""Preheat oven to 400\u00b0."", ""Fill 12 cupcakes tins with paper liners. Mash bananas with a fork."", ""In large bowl, mix egg, sugar and vegetable oil."", ""Add and mix milk and mashed bananas."", ""In a small bowl, stir flour, poppy seed, salt, baking soda and baking powder. Add flour mixture all at one time to the liquid mixture."", ""Using a wooden spoon, stir just until dry ingredients are moistened."", ""Using a metal or plastic measuring cup."", ""Pour batter into cupcake liners until they are half full."", ""Bake 20 minutes or until toothpick comes out clean.""]",4
5861,5861,Dirt Cups,"[""2 c. cold milk"", ""1 (4 serving size) pkg. instant chocolate pudding"", ""8 oz. container thawed whipped topping"", ""16 oz. chocolate sandwich cookies, crushed"", ""gummy worms""]","[""Pour 2 cups cold milk into bowl."", ""Add pudding mix."", ""Beat with wire whisk until well blended, about 2 minutes."", ""Let pudding stand 5 minutes."", ""Stir whipped topping and 1/2 the crushed cookies into pudding with the rubber scraper until mixture is all the same color."", ""Place about 1 tablespoon of the remaining crushed cookies into bottom of each paper or plastic cup."", ""Add gummy worms to pudding mixture."", ""Fill cups about 3/4 full with pudding mixture. Top each cup with the rest of the crushed cookies."", ""Chill about an hour."", ""Decorate the tops with plastic flowers!""]",4
5871,5871,Chicken Pot Pie,"[""1 1/2 c. biscuit mix"", ""2 tsp. sesame seed"", ""3 to 4 Tbsp. hot water"", ""3 Tbsp. margarine, softened"", ""1/3 c. margarine"", ""1/2 c. biscuit mix"", ""1/3 c. onion, chopped"", ""salt and pepper to taste"", ""1 1/4 c. chicken broth"", ""2/3 c. milk"", ""2 c. cooked chicken"", ""2 1/2 c. mixed vegetables, cooked""]","[""Combine the 1 1/2 cups biscuit mix, sesame seed, water and the 3 tablespoons margarine."", ""Pat into an 8-inch square or a 9-inch round pan; set aside."", ""Melt the 1/3 cup margarine; stir in the 1/2 cup biscuit mix, onion and seasonings."", ""Cook over low heat until bubbly; remove from heat."", ""Stir in chicken broth and milk."", ""Heat to boiling and boil 1 minute."", ""Stir in chicken and mixed vegetables."", ""Turn into ungreased 8-inch square baking dish or 9-inch pie plate."", ""Place dough over top."", ""Cut several slits in top and bake for 25 to 30 minutes at 425\u00b0 or until golden.""]",4
5877,5877,Chicken Casserole,"[""1 large fryer"", ""2 cans cream of chicken soup"", ""1 c. milk"", ""3 c. chicken broth"", ""1 onion"", ""1 pkg. Pepperidge Farm dressing""]","[""Boil chicken in very lightly salted water until tender."", ""Make sure enough water is included to yield 3 cups of broth."", ""Remove chicken from bones and cut in pieces."", ""Cook onion in chicken broth until tender."", ""Mix milk and soup well."", ""Place cut-up chicken in casserole dish which has been lightly greased with butter."", ""Pour milk and soup mixture over chicken."", ""Add onion."", ""Place dressing on top of this and pour melted butter over all."", ""Bake in moderate oven, 350\u00b0, until dressing is brown and casserole is bubbly.""]",4
5880,5880,Out-A-Sight Chicken,"[""chicken breasts"", ""cabbage"", ""small zucchini"", ""soy or tamari sauce"", ""onions"", ""water"", ""wine (optional)"", ""mushrooms (optional)""]","[""Cut chicken in chunks and brown lightly in butter."", ""Brown sliced onions and set aside."", ""Slice cabbage very thinly and brown in butter."", ""Add very thin, round slices of zucchini."", ""When slightly cooked, add chicken and onions."", ""Simmer, adding a little water, wine and soy sauce to taste."", ""If mushrooms are used, slice whole, brown and set aside as with the onions."", ""Add at the end also."", ""Serve over brown rice with soy sauce as a condiment. Remember to cook vegetables only until lightly cooked."", ""Crispy zucchini gives a lovely texture compliment to other vegetables and undercooking retains vitamins.""]",4
5897,5897,Chiffon Cake,"[""2 c. flour"", ""1 1/2 c. sugar"", ""3 tsp. baking powder"", ""1 tsp. salt"", ""1/2 c. vegetable oil"", ""7 egg yolks"", ""3/4 c. cold water"", ""2 tsp. vanilla"", ""2 tsp. grated lemon rind"", ""7 egg whites"", ""1/2 tsp. cream of tartar""]","[""Preheat oven to 325\u00b0."", ""Blend flour, sugar, baking powder and salt in bowl."", ""Make a well and add in order: oil, egg yolks, water, vanilla and rind."", ""Beat with spoon until smooth."", ""Beat egg whites and cream of tartar in a large mixing bowl until the whites form very stiff peaks.*"", ""Pour egg yolk mixture over egg whites, gently folding with a rubber spatula just until blended."", ""Pour into ungreased tube pan."", ""Bake at 325\u00b0 for 55 minutes, then at 350\u00b0 for 10 to 15 minutes more."", ""Let it hang until cold.""]",4
5914,5914,Butterfinger Delight,"[""1 angel food cake"", ""12 oz. Cool Whip"", ""4 egg whites"", ""6 Butterfinger candy bars"", ""2 c. powdered sugar"", ""1 stick margarine""]","[""Melt margarine; add sugar, Cool Whip and egg whites."", ""Beat until creamy."", ""Break cake into bite-size pieces."", ""Place 1/2 of cake bits in a bowl."", ""Put 1/2 the cream mixture on top and broken pieces of 3 candy bars on cream mixture."", ""Then repeat the layers. Refrigerate.""]",4
5915,5915,Fudge Pie,"[""1 c. sugar"", ""1/2 c. butter"", ""2 egg yolks"", ""2 oz. chocolate"", ""1/2 c. flour"", ""1 tsp. vanilla"", ""2 egg whites"", ""1/4 tsp. salt""]","[""Cream butter until soft and gradually add sugar."", ""Blend until creamy."", ""Beat in the egg yolks."", ""Melt the chocolate over hot water and when slightly cool, add to mixture."", ""Add flour gradually; add vanilla."", ""Whip the egg whites until stiff."", ""Add salt and fold into the first mixture."", ""Bake in a slow oven, 325\u00b0, for 30 minutes. Serve the pie topped with a scoop of ice cream.""]",4
5951,5951,Meltaway Chocolate Brownies(Makes 16 Brownies)  ,"[""1/2 c. sugar"", ""1/4 c. undiluted Carnation evaporated milk"", ""1/4 c. butter or margarine"", ""1 pkg. (eight 1 oz. blocks) Hershey's semi-sweet chocolate"", ""2 eggs"", ""1 tsp. vanilla"", ""3/4 c. unsifted flour"", ""1/4 tsp. baking soda"", ""1/4 tsp. salt"", ""3/4 c. finely chopped nuts (optional)""]","[""Combine sugar, evaporated milk and butter in saucepan."", ""Cook over medium heat, stirring occasionally, until mixture reaches a full boil."", ""Remove from heat; add semi-sweet chocolate (broken into pieces), stirring until melted."", ""Beat in eggs and vanilla."", ""Add flour, baking soda and salt; mix until smooth."", ""Blend in nuts. Pour into buttered 9-inch square pan."", ""Bake at 325\u00b0 for 30 to 35 minutes or until brownie begins to pull away from sides of pan. Cool; frost if desired."", ""Cut into squares.""]",4
5975,5975,Artichoke Squares,"[""2 (6 oz.) jars marinated artichoke hearts"", ""1 small onion, finely chopped"", ""1 clove garlic, minced"", ""4 eggs"", ""1/4 c. fine dry bread crumbs"", ""1/4 tsp. salt"", ""1/8 tsp. pepper"", ""1/8 tsp. oregano"", ""1/8 tsp. red hot pepper sauce"", ""2 Tbsp. parsley"", ""1/4 lb. Cheddar cheese, shredded"", ""1/4 lb. hot pepper cheese, shredded""]","[""Drain one jar artichoke hearts and use juice to saute onion and garlic."", ""Chop hearts and add to sauteed mixture."", ""Beat eggs in bowl; add bread crumbs, salt, pepper, oregano, pepper sauce and parsley."", ""Add sauteed mixture."", ""Mix well; add cheese."", ""Bake at 325\u00b0 in 7 x 11-inch baking dish for 30 minutes."", ""Let set 2 hours before cutting into squares."", ""Cut into 1-inch squares to serve as an appetizer or larger squares to serve as a vegetable."", ""May be served hot or cold.""]",4
6021,6021,Ribbon Salad,"[""2 pkg. red raspberry or red cherry jello"", ""2 pkg. lime jello"", ""1 (8 oz.) cream cheese"", ""1 (2 lb.) can crushed pineapple"", ""1 envelope plain or Knox gelatine""]","[""Dissolve the red jello in 1 1/2 cups hot water."", ""Dissolve the lime jello in 1 1/2 cups hot water."", ""When cool, add the drained pineapple, 1/2 to each of the jello mixtures."", ""Bring the pineapple juice to a boil."", ""Dissolve the Knox gelatine in 1/4 cup cold water, add to the pineapple juice and stir until thoroughly dissolved."", ""When pineapple juice is cool, add the cream cheese and thoroughly blend."", ""Pour the raspberry gelatin into an 8-inch mold, chill until firm."", ""Add the pineapple-cream cheese mixture, chill until firm, add the final layer of lime gelatin and chill until firm.""]",4
6034,6034,Apple Salad,"[""1/3 c. flour"", ""3/4 c. granulated sugar"", ""1 (20 oz.) can crushed pineapple, drained"", ""1/2 pt. whipping cream, unwhipped"", ""1/2 stick butter"", ""6 diced apples"", ""chopped nuts and cherries""]","[""In heavy boiler, combine flour, sugar, pineapple and whipping cream; cook over low heat until thickened, stirring constantly. Remove from heat, add butter, stirring until melted."", ""Refrigerate mixture to cool."", ""Place apples in serving bowl; fold in flour, pineapple mixture."", ""Garnish salad with nuts and cherries."", ""Chill. Apples can be peeled or for more color, unpeeled.""]",4
6051,6051,Chocolate Syrup,"[""1/2 c. cocoa"", ""1 c. water"", ""1 1/2 c. sugar"", ""2 tsp. vanilla"", ""pinch of salt""]","[""Stir until smooth paste."", ""Slowly add sugar and salt."", ""Boil mixture for 3 minutes."", ""Remove from heat."", ""Add vanilla."", ""Pour mixture in jars and seal."", ""Place in refrigerator for instant use. Great for making chocolate milk.""]",4
6052,6052,Meringue - Pillsbury,"[""2 Tbsp. sugar"", ""1 Tbsp. cornstarch"", ""1/2 c. water"", ""3 egg whites (room temperature)"", ""1/8 tsp. salt"", ""1/2 tsp. vanilla"", ""6 Tbsp. sugar""]","[""In a small pan, cook 2 tablespoons sugar, cornstarch and water until clear and thick; set aside and cool."", ""Beat the egg whites until stiff."", ""Combine the salt, vanilla and 6 tablespoons sugar; add gradually to egg whites."", ""Add cornstarch mixture; mix until thick and stands in a peak."", ""Be sure to cover dessert completely so that meringue mixture touches and seals edge of crust."", ""Cook at 250\u00b0 until slightly brown.""]",4
6067,6067,Beginner'S Rolls,"[""2 1/2 to 3 c. flour"", ""1 pkg. dry yeast"", ""1 1/4 c. sugar"", ""3/4 tsp. salt"", ""1/4 c. butter"", ""3/4 c. hot water"", ""1 egg"", ""1 Tbsp. oil""]","[""Mix 1 cup flour, yeast, sugar and salt in mixer bowl."", ""Add butter and water; beat at medium speed for 2 minutes."", ""Add egg and 1/2 cup flour; beat for 1 minute."", ""Stir in enough remaining flour to make soft dough."", ""Knead on floured surface for 5 minutes."", ""Let rest, covered with plastic wrap and towel, for 20 minutes."", ""Shape into rolls."", ""Place on greased baking sheet."", ""Brush with oil. Chill, covered, overnight."", ""Let rise until doubled in bulk."", ""Bake at 375\u00b0 for 20 to 30 minutes."", ""Yields 12 servings.""]",4
6074,6074,Pepper Steak,"[""1 lb. round steak"", ""1 clove garlic"", ""2 Tbsp. oil"", ""2 onions, sliced"", ""1/2 lb. mushrooms, sliced"", ""2 Tbsp. butter"", ""2 tomatoes"", ""3 green peppers"", ""4 c. beef bouillon broth"", ""1/2 c. Burgundy wine""]","[""Cut meat into thin strips."", ""Brown garlic in oil, remove and add meat."", ""Cook meat until brown."", ""Add liquid, reduce heat and simmer 1 hour, covered.""]",4
6105,6105,Basic Beef Broth,"[""6 lb. beef bones or 2 to 3 lb. beef shank or short ribs"", ""9 c. water"", ""3 stalks celery (with leaves), diced"", ""2 carrots, diced"", ""1 large onion, chopped"", ""2 tomatoes, quartered"", ""2 bay leaves"", ""4 tsp. minced garlic (in a jar)"", ""1/4 tsp. thyme"", ""1/4 tsp. marjoram"", ""8 peppercorns"", ""2 tsp. lite salt (optional)""]","[""Put meat, bones and water in stock pot."", ""Simmer, uncovered, for 3 hours (do not boil)."", ""Strain."", ""Remove meat or marrow from bones. Add marrow to stock."", ""Reserve meat or discard."", ""Chill stock overnight; skim and discard fat which floats to the top."", ""Bring stock to boiling."", ""Add remaining ingredients."", ""Simmer, uncovered, for 2 hours."", ""Strain."", ""Reserve vegetables for soup or later use. Use broth within 2 weeks or freeze for later use."", ""Yields 6 to 8 pints.""]",4
