,idx,title,ingredients,directions,#actions
11644,11644,Italian Cake With Chocolate Icing,"[""5 large eggs, separated"", ""1/2 c. butter, softened"", ""1/2 c. shortening"", ""2 c. sugar"", ""2 1/4 c. all-purpose flour"", ""1/4 c. unsweetened cocoa"", ""1 tsp. baking soda"", ""1 c. buttermilk"", ""1 c. sweetened flaked coconut"", ""2/3 c. finely chopped pecans"", ""2 tsp. vanilla""]","[""Beat egg whites at high speed with an electric mixer until stiff peak forms."", ""Set aside."", ""Beat butter and shortening until creamy; gradually add sugar beating well."", ""Add egg yolks, 1 at a time, beating until blended after each addition."", ""Combine flour, cocoa and baking soda; add to butter mixture alternately with buttermilk, beginning and ending with flour mixture."", ""Beat at low speed until blended after each addition."", ""Stir in coconut, chopped pecans and vanilla."", ""Fold in egg whites."", ""Pour batter into 3 greased and floured 8 inch cake pans."", ""Bake at 325\u00b0 for 25 to 30 minutes or until a wooden pick inserted in center comes our clean. Cool in pans 10 minutes."", ""Remove cake layers to wire rack and cool completely.""]",6
12071,12071,Texas Beef Stew(Serves 6)  ,"[""2 lb. round steak"", ""1 Tbsp. Worcestershire"", ""dash of Tabasco"", ""1/2 c. vinegar"", ""2 tsp. salt"", ""1 tsp. black pepper"", ""1 tsp. chili powder"", ""1/2 c. water"", ""1 clove garlic, minced"", ""2 bay leaves"", ""1/4 c. ketchup"", ""2 large onions""]","[""Cut steak in crosswise strips 1-inch wide."", ""Mix water and vinegar with ketchup and other seasonings; pour over meat."", ""Let stand several hours, turning meat occasionally."", ""Lift meat from liquid, saving vinegar mixture."", ""Place meat in pan, top with sliced onions and add 1/2 of the vinegar mixture."", ""Cover, simmer gently over low heat for 1 1/2 to 2 hours, adding vinegar mixture as required to keep liquid about 1/2-inch deep in pan."", ""Remove meat and onions to hot platter; strain liquid, then boil hard 3 to 4 minutes, pour over meat and serve while hot.""]",6
12317,12317,Orange Fondant,"[""2 c. sugar"", ""2 Tbsp. white Karo syrup"", ""3 Tbsp. orange juice"", ""1 c. water"", ""grated rind of 1 orange"", ""1 tsp. lemon juice""]","[""Microwave candy on Roast - a setting that allows sugar syrup to quickly boil and blend into a candy, yet needs little watching. Mix and cook ingredients in a buttered glass mixing bowl or 4-cup glass measure."", ""Bowl or dish must be 2 or 3 times as large as the volume of the candy ingredients so candy syrup will not boil over. Cover candy during cooking when called for in the recipe."", ""Use a glass plate or stretch plastic wrap tautly across the bowl or glass measure; pierce plastic wrap so steam escapes during cooking. There is no need to worry that candy will scorch because microwaves cook from all sides, not just the bottom."", ""Candy syrups are usually stirred once during cooking so heat is equalized and candy cooks smooth."", ""Do watch candy closely because a microwave oven cooks fast."", ""When candy is removed from oven, it should register 236\u00b0 on a candy thermometer."", ""Do not put a candy thermometer into a microwave oven or it will be damaged.""]",6
12441,12441,Lasagna Al Forno,"[""1 lb. ground beef or sausage"", ""2 Tbsp. olive oil"", ""3 1/2 c. (32 oz.) spaghetti sauce"", ""1 (16 oz.) box Ronzoni curly edge lasagna"", ""2 c. (8 oz.) Mozzarella cheese, diced or shredded"", ""4 c. (32 oz.) Ricotta cheese"", ""3 Tbsp. grated Parmesan cheese""]","[""Brown beef or sausage, cut in small pieces, in oil in 3-quart saucepan; drain."", ""Add spaghetti sauce and simmer 15 minutes, stirring occasionally."", ""Cook lasagna; drain."", ""(Separate lasagna and lay out flat on wax paper or aluminum foil to keep pieces from sticking together as they cool.) Spread about half cup meat sauce on bottom of 13 x 9-inch baking dish."", ""Cover with layer of lasagna."", ""Add some Mozzarella and Ricotta cheeses and cover with sauce."", ""Repeat layers of lasagna, meat sauce and cheeses, ending with a layer of lasagna and sauce."", ""Sprinkle with grated Parmesan cheese."", ""Cover dish with aluminum foil."", ""Bake at 375\u00b0 for 30 minutes or until hot and bubbly."", ""Remove foil and bake 5 minutes longer."", ""Allow to stand about 10 minutes before cutting for easier handling.""]",6
12619,12619,Pie Of Any Flavor,"[""1 c. sugar (if butterscotch use brown sugar)"", ""4 1/2 Tbsp. flour"", ""1 box of cook and serve pudding (any flavor except lemon)"", ""4 c. milk"", ""5 egg yolks, slightly beaten"", ""1 1/2 tsp. vanilla"", ""3 Tbsp. butter or margarine"", ""2 unbaked pie shells"", ""5 egg whites"", ""1/2 tsp. baking powder or cream of tartar"", ""3 Tbsp. sugar"", ""1/2 tsp. vanilla""]","[""Bake pie shells and set aside."", ""Place milk into a saucepan and place saucepan of milk into a larger pan of water and turn heat to medium."", ""Add sugar, salt, Cook & Serve pudding mix, and egg yolks."", ""Mix with just enough milk to pour and beat into hot milk."", ""Stir until thick."", ""Set into a pan of cold water and add butter and vanilla and beat well."", ""When slightly cool, pour into pie shells."", ""Take whites of eggs and add baking powder and beat until thick."", ""Add sugar and vanilla and pour into pie shells spreading well and brown under broil.""]",6
12932,12932,Ultimate Onion,"[""3/4 c. cornstarch"", ""3/8 c. flour"", ""1/2 tsp. garlic salt"", ""1/2 tsp. paprika"", ""1/4 tsp. salt"", ""1/4 tsp. pepper"", ""6 oz. beer"", ""1 to 2 jumbo Vidalia onions (4-inch diameter or larger)"", ""Seasoned Flour as needed (recipe follows)"", ""1/2 pt. Chili Sauce (recipe follows)""]","[""Mix the cornstarch, flour and seasonings until well blended. Add beer; mix well."", ""Cut about 3/4-inch off top of onion; peel onion."", ""Cut onion into 12 to 16 vertical wedges, but do not cut through bottom (root end)."", ""Remove about 1 inch of \""petals\"" from center of onion."", ""Dip cut onion in Seasoned Flour and remove excess by shaking; dip in batter and remove excess by gently shaking. Separate \""petals\"" to coat thoroughly with batter."", ""Mix batter after standing to blend ingredients."", ""Gently place in fryer basket and deep fry at 375\u00b0 to 400\u00b0 for 1 1/2 minutes."", ""Turn over and fry 1 to 1 1/2 minutes longer or until golden brown."", ""Drain on paper towels. Place onion upright in shallow bowl and remove center core with circular cutter on apple corer."", ""Serve hot with Creamy Chili Sauce.""]",6
13108,13108,Microwave Country Breakfast,"[""1/2 lb. ground pork sausage"", ""1 medium onion, chopped"", ""2 c. frozen shredded potatoes, thawed"", ""1 tsp. salt, divided"", ""6 eggs, slightly beaten"", ""1/4 c. milk"", ""1/8 tsp. pepepr"", ""1/4 tsp. dried thyme"", ""1/8 tsp. ground sage""]","[""Microwave sausage and onion, uncovered, in a shallow, 2-quart casserole on High for 4 to 5 minutes, or until sausage is no longer pink."", ""Stir twice during cooking."", ""Remove sausage and onion from dish with slotted spoon and drain on paper towel."", ""Add potatoes to the casserole with the sausage drippings and microwave, covered, until potatoes are cooked, about 5 to 6 minutes."", ""Stir in 1/4 teaspoon salt and spread potatoes evenly in the dish."", ""Combine eggs, milk, remaining salt and pepper in a 2-cup measure."", ""Pour evenly over potatoes."", ""Mix sausage mixture with thyme and sage in a small bowl and sprinkle over potatoes. Microwave, uncovered on High for 3 minutes."", ""Lift eggs at edge with spatula to distribute uncooked portion of egg mixture evenly. Do not stir potatoes and sausage."", ""Microwave, uncovered, at 50% power (Medium) until eggs are almost set, about 8 to 10 minutes. Give dish a 1/4 turn twice during cooking."", ""Serves 4.""]",6
13424,13424,Sausage Squares,"[""1 c. biscuit mix"", ""1/3 c. milk"", ""2 c. sharp, grated Cheddar cheese"", ""4 Tbsp. mayonnaise, divided"", ""1 lb. pork sausage"", ""1 egg"", ""1 large onion, chopped""]","[""Combine the biscuit mix and 2 tablespoons of mayonnaise. Spread in a 9 x 13-inch baking dish."", ""Brown sausage in skillet. Add onion and cook until tender; drain well."", ""Spread sausage mixture over first layer."", ""Combine egg, grated cheese and 2 tablespoons of mayonnaise."", ""Spread over top of sausage mixture. Press lightly."", ""Bake, uncovered, at 350\u00b0 for 25 to 30 minutes. Cook about 10 minutes before cutting into squares.""]",6
13502,13502,Maple Flavored Seven Minute Frosting,"[""1 1/2 c. Log Cabin syrup"", ""2 egg whites, beaten"", ""pinch of salt"", ""1 tsp. vanilla"", ""1 c. unsalted butter, softened at room temperature"", ""1 pkg. Philadlephia cream cheese, softened at room temperature"", ""3 c. sugar"", ""6 extra large or jumbo eggs"", ""3 c. all-purpose flour, sifted (if you want a finer texture, use cake flour)"", ""1 tsp. baking powder"", ""1/4 tsp. salt"", ""1 tsp. coconut flavoring"", ""1 tsp. vanilla extract"", ""1 pkg. frozen flaked coconut, thawed (6 oz. size)""]","[""Preheat oven to 325\u00b0."", ""Grease (with extra amount of softened butter) and lightly flour a 10-inch tube pan."", ""Set aside."", ""Combine the butter and cream cheese in a large mixing bowl."", ""Beat mixture with an electric mixer until well blended and creamy for 2 minutes."", ""Gradually add sugar while continuing to beat on medium speed."", ""Beat until the mixture is light and fluffy for 6 to 8 minutes."", ""Add the eggs, one at a time, beating after the addition of each egg until it is thoroughly absorbed."", ""Sift together the flour, salt and baking powder."", ""Slowly add this combination to the egg mixture, blending well."", ""Stir in the coconut flavoring and vanilla flavoring, then the flaked coconut."", ""Beat well for 1 minute.""]",6
13641,13641,Pie De Kahlua,"[""1 9-in. Johnston's graham cracker pie shell, baked"", ""4 egg yolks"", ""1/2 c. sugar"", ""2 (1 oz. sq.) semi-sweet chocolate"", ""1/4 c. water"", ""1 envelope unflavored gelatin powder"", ""1/4 c. cold water"", ""1/4 c. Kahlua"", ""1 pt. whipping cream"", ""2 Tbsp. sugar"", ""2 egg whites"", ""chopped, toasted almonds""]","[""Dot shell with Kahlua and set aside."", ""Slightly beat egg yolks in top of a double boiler."", ""Add 1/2 cup sugar."", ""Place over simmering water."", ""Cook and stir until sugar is dissolved."", ""Melt chocolate with 1/4 cup water in a small saucepan."", ""Stir melted chocolate"", ""mixture into egg yolks."", ""Cook and stir until mixture begins to thicken."", ""Soften gelatin in 1/4 cup cold water."", ""Add to thickened chocolate mixture."", ""Stir well and remove from heat."", ""Add Kahlua."", ""Place pan with mixture in a bowl of ice water to cool. In small bowl, beat cream with 2 tablespoons sugar until stiff. In another small bowl, beat egg whites until stiff."", ""When chocolate mixture begins to thicken, fold in half of the whipped cream, then fold in stiffly beaten egg whites."", ""Refrigerate remaining whipped cream."", ""Turn chocolate mixture into pie shell, chill."", ""Top pie with remaining whipped cream and almonds."", ""Makes one 9 inch pie.""]",6
13983,13983,Sponge Cake Roll,"[""7 Egg Whites"", ""1 Cup Cake Flour"", ""1/8 tsp. Salt"", ""4 Egg Yolks"", ""3/4 Cup Sugar"", ""1 Tbsp. Grated Orange Peel"", ""1 Tbsp. Lemon Juice"", ""1 tsp. Vanilla"", ""2 Tbsp. Confection Sugar - Divided"", ""1/4 Cup Orange Marmalade or Spreadable Fruit""]","[""Let egg whites stand at room temperature for 30 minutes."", ""Sift flour and salt and set aside."", ""Coat a 15x10x1 baking pan with nonstick cooking spray."", ""Line with wax paper and coat the paper with spray."", ""In a mixing bowl, beat yolks until slightly thickened. Gradually add sugar and beating until thick and lemony colored. Add orange peel, lemon juice and vanilla."", ""Add sifted flour mixture and mix well."", ""Batter will be thick."", ""In another bowl beat egg whites until soft peaks form."", ""Fold into batter."", ""Spread into prepared pan."", ""Bake at 350 for 12-15 minutes or until cake springs back when lightly touched in center."", ""Cool on wire rack 5 minutes. Turn onto a kitchen towel."", ""Sprinkle with 1 Tbsp. powdered sugar. Gently pull wax paper off and roll cake up jelly roll style, starting with short side."", ""Cool completely on wire rack."", ""Unroll cake- spread marmalade evenly over cake within 1/2 inch of edges. Roll up again, seam side down."", ""Sprinkle with remaining sugar. Wrap and place in refrigerator one hour."", ""Servings 8 - 5 Points.""]",6
14215,14215,Chicken And Rice In Green Vegetable Broth,"[""2 chicken legs"", ""3 c. chicken broth"", ""2 c. water"", ""1/2 c. raw rice"", ""1 tsp. thyme"", ""1/2 tsp. pepper"", ""2 c. cabbage"", ""2 c. spinach leaves""]","[""Remove and discard skin from chicken."", ""In a large sauce pan, combine chicken broth, water, rice, thyme and pepper."", ""Add chicken, cover and bring to a boil over high heat."", ""Reduce heat to low and simmer, covered, for 15 minutes."", ""Shred cabbage and spinach."", ""Remove chicken to a cutting board."", ""Remove meat from bones and cut into bite size pieces."", ""Return chicken to broth, add cabbage and spinach, bring to a boil over medium heat."", ""Boil broth just until cabbage and chicken are wilted and heated through, 1 minute.""]",6
14633,14633,Prune Whip,"[""1 (12 oz.) pkg. pitted prunes"", ""2 tsp. lemon juice"", ""2 egg whites"", ""dash of salt"", ""1/4 c. sugar"", ""1/4 c. heavy cream, whipped"", ""whipped cream or Custard Sauce (see recipe)""]","[""Crook prunes as package label directs."", ""Drain prunes, reserving liquid."", ""Remove 1/2 cup cooked prunes for later."", ""Puree remaining prunes in blender or food mill with 1/2 cup of cooking liquid."", ""Add lemon juice."", ""Let cool."", ""With mixer at high speed, beat egg whites with salt until frothy."", ""Gradually beat in sugar, beat until stiff peaks form."", ""Add puree of prunes 1/4 cup at a time, beating well."", ""Beat at high speed, 2 minutes."", ""Chop remaining prunes and fold into mixture, along with 1/4 cup cream, whipped."", ""Turn into 6 or 8 sherbet dishes."", ""Refrigerate."", ""Garnish each with a little whipped cream, if desire or serve with custard sauce."", ""Makes 6 or 8 servings.""]",6
14910,14910,Chinese Hamburg Casserole,"[""2 lb. hamburger"", ""2 c. celery, chopped"", ""2 c. onions, chopped"", ""2 c. dry rice or Minute rice"", ""1/4 tsp. pepper"", ""1 can cream of celery soup"", ""1 can cream of mushroom soup"", ""1 can mixed Chinese vegetables, drained"", ""1/4 c. soy sauce""]","[""Do not salt anything."", ""Brown hamburger in 2 to 3 tablespoons butter, add pepper."", ""Remove meat from frypan, put in vegetables and cook until tender."", ""Add 2 to 3 tablespoons of water to keep from burning."", ""Cook rice, when done add soy sauce and canned soups."", ""Add meat and rice mixture to vegetables."", ""Mix ingredients well and put into covered dish and bake 30 to 40 minutes."", ""A half cup water may be added, if needed."", ""Can be frozen before baking.""]",6
14937,14937,Pepper Steak,"[""1-1/2 lbs. sirloin steak (1/2 inch thick)"", ""1/2 tsp. salt"", ""2 medium onions (chopped)"", ""1 c. beef broth"", ""3 Tbsp. soy sauce"", ""1 clove garlic (minced)"", ""2 green peppers (cut into 1 inch pieces)"", ""2 Tbsp. cornstarch"", ""1/2 c. cold water"", ""2 tomatoes (cut into eighths)"", ""3 to 4 c. hot cooked rice""]","[""Trim fat from meat and bones."", ""Cut meat into 4-6 serving pieces."", ""Grease large skillet, season meat on both sides with salt, brown meat thoroughly."", ""Set meat to the side;"", ""add onion; cook and stir until tender."", ""Stir in broth, soy sauce and garlic. Cover; simmer for 10 minutes or until meat is tender."", ""Add green peppers."", ""Cover; simmer for 5 minutes.""]",6
